"","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"11",0,"red",323,0,323,4,0.1,"green","color",17.3378666666667,0.5,221,122,"blue","red",0.9,221,2,"red",3,0.8,"female",122,"green",0.1,2,323,"blue",1,"square","311",0.1,"green","['cloud', 'circle', 'square', 'striped']",0.1,"311-3","blue",0.8,18411,2,3,2,"English","Female","None",48,"Yes",1,24,5,13,24,NA,NA,NA,NA,NA,NA,0.1,0.1,0.8,0,0,0,0,0,0,0.29701,0.36111,0.34188,0,0,0,0,0,0,0.2994,0.36111,0.33949,113211,0
"12",0,"red",333,0,322,4,0.15,"green","color",17.3378666666667,0.5,221,322,"blue","red",0.9,322,2,"red",3,0.1,"female",221,"green",0.75,2,333,"blue",1,"square","22b1",0.75,"green","['circle', 'square', 'striped', 'polka-dotted']",0.15,"22b1-3","blue",0.1,26952,3,3,2,"English","Female","None",48,"Yes",1,15,5,15,27,NA,NA,NA,NA,NA,NA,0.15,0.75,0.1,0,0,0,0,0,0,0.31517,0.51389,0.17094,0,0,0,0,0,0,0.31637,0.50821,0.17543,212211,0
"13",0,"red",211,0,223,4,0.111111111111111,"red","color",17.3378666666667,1,211,232,"blue","green",0.8,223,3,"green",3,0.777777777777778,"female",232,"blue",0.111111111111111,3,223,"blue",0.5,"circle","311",0.1,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.1,"311-3","red",0.7,16611,0,3,2,"English","Female","None",48,"Yes",1,23,2,17,23,NA,NA,NA,NA,NA,NA,0.11111,0.11111,0.77778,0,0,0,0,0,0,0.2,0.2,0.6,0,0,0,0,0,0,0.2067,0.2067,0.58659,321111,0
"14",0,"red",232,0,232,4,0.125,"red","color",17.3378666666667,1,331,132,"blue","green",0.8,132,3,"green",3,0.125,"female",331,"blue",0.75,3,232,"blue",0.5,"circle","321",0.9,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.15,"321-2","red",0.15,6731,1,3,2,"English","Female","None",48,"Yes",1,17,9,16,17,NA,NA,NA,NA,NA,NA,0.125,0.75,0.125,0,0,0,0,0,0,0.10526,0.10526,0.78947,0,0,0,0,0,0,0.10996,0.10996,0.78009,113221,0
"15",0,"red",312,0,213,5,0.125,"red","color",17.3378666666667,1,312,213,"blue","green",0.8,213,3,"green",3,0.6875,"female",123,"blue",0.1875,3,123,"blue",0.5,"circle","22b1",0.15,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.1,"22b1-2","red",0.55,15122,2,3,2,"English","Female","None",48,"Yes",1,20,12,20,22,NA,NA,NA,NA,NA,NA,0.125,0.1875,0.6875,0,0,0,0,0,0,0.22727,0.26772,0.50501,0,0,0,0,0,0,0.23597,0.26687,0.49716,112122,0
"16",0,"red",313,0,313,4,0.05,"red","color",17.3378666666667,1,321,332,"blue","green",0.8,321,3,"green",3,0.85,"female",332,"blue",0.1,3,313,"blue",0.5,"square","311",0.1,"green","['square', 'solid', 'striped', 'polka-dotted']",0.05,"311-3","red",0.85,12811,3,3,2,"English","Female","None",48,"Yes",1,21,6,18,21,NA,NA,NA,NA,NA,NA,0.05,0.1,0.85,0,0,0,0,0,0,0.13636,0.16063,0.70301,0,0,0,0,0,0,0.14828,0.16683,0.68489,321111,0
"17",1,"striped",222,0,222,4,0.310344827586207,"striped","texture",10.0976833333333,1,222,223,"solid","striped",0.45,223,2,"polka-dotted",2,0,"male",133,"solid",0.689655172413793,0,133,"solid",0.5,"circle","22a2b",1,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.45,"22a2b-2a","polka-dotted",0,22681,0,2,2,"English","Male",NA,25,"Yes",1,14,14,23,25,NA,NA,NA,0.31034,0.68966,0,NA,NA,NA,0,0,0,0.55556,0.22222,0.22222,0,0,0,0,0,0,0.55556,0.22222,0.22222,0,0,0,212112,0
"18",1,"striped",311,0,221,4,0,"striped","texture",10.0976833333333,1,111,311,"solid","striped",0.45,111,2,"polka-dotted",2,0,"male",221,"solid",1,0,221,"solid",0.5,"blue","321",1,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0,"321-2","polka-dotted",0,51,1,2,2,"English","Male",NA,25,"Yes",3,5,1,3,5,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0.22436,0.35897,0.41667,0,0,0,0,0,0,0.22438,0.35895,0.41667,0,0,0,321211,0
"19",1,"striped",212,0,132,4,0,"striped","texture",10.0976833333333,1,212,132,"solid","striped",0.45,332,2,"polka-dotted",2,0,"male",132,"solid",1,0,332,"solid",0.5,"red","321",1,"polka-dotted","['cloud', 'circle', 'square', 'red']",0,"321-2","polka-dotted",0,7951,2,2,2,"English","Male",NA,25,"Yes",3,16,11,16,18,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0.09594,0.58333,0.32072,0,0,0,0,0,0,0.09597,0.58331,0.32072,0,0,0,322111,0
"20",1,"striped",213,0,233,2,0,"striped","texture",10.0976833333333,1,213,223,"solid","striped",0.45,233,2,"polka-dotted",2,0.333333333333333,"male",223,"solid",0.666666666666667,0,233,"solid",0.5,"green","331",1,"polka-dotted","['circle', 'green']",0,"331-3","polka-dotted",0.5,25500,3,2,2,"English","Male",NA,25,"Yes",3,26,20,23,26,NA,NA,NA,0,0.66667,0.33333,NA,NA,NA,0,0,0,0.05757,0.35,0.59243,0,0,0,0,0,0,0.05761,0.35001,0.59238,0,0,0,323211,0
"21",1,"circle",331,0.5,332,4,0.25,"cloud","shape",10.0976833333333,1,331,212,"cloud","cloud",1,332,2,"square",1,0.5,"male",212,"circle",0.25,1,332,"circle",0,"red","22a2b",0.5,"square","['solid', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2a","square",1,7330,0,2,2,"English","Male",NA,25,"Yes",3,18,9,11,18,0.25,0.25,0.5,NA,NA,NA,NA,NA,NA,0.55556,0.11111,0.33333,0,0,0,0,0,0,0.55556,0.11113,0.33332,0,0,0,0,0,0,212222,0
"22",1,"circle",221,0.5,321,4,0.333333333333333,"cloud","shape",10.0976833333333,1,221,321,"cloud","cloud",1,321,2,"square",1,0.666666666666667,"male",232,"circle",0,1,232,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2b","square",1,5740,1,2,2,"English","Male",NA,25,"Yes",2,6,5,6,17,0.33333,0,0.66667,NA,NA,NA,NA,NA,NA,0.75758,0.02424,0.21818,0,0,0,0,0,0,0.75758,0.02426,0.21816,0,0,0,0,0,0,212112,0
"23",1,"circle",122,0.5,122,4,0.5,"cloud","shape",10.0976833333333,1,122,222,"cloud","cloud",1,222,2,"square",1,0.5,"male",233,"circle",0,1,233,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'red', 'green']",1,"22a2b-2b","square",1,23900,2,2,2,"English","Male",NA,25,"Yes",2,13,13,14,26,0.5,0,0.5,NA,NA,NA,NA,NA,NA,0.57918,0.00986,0.41096,0,0,0,0,0,0,0.57917,0.0099,0.41093,0,0,0,0,0,0,212112,0
"24",1,"circle",311,0.5,311,4,0.5,"cloud","shape",10.0976833333333,1,311,213,"cloud","cloud",1,213,2,"square",1,0.5,"male",133,"circle",0,1,133,"circle",0,"solid","22b1",0,"square","['solid', 'polka-dotted', 'blue', 'green']",1,"22b1-3","square",1,21970,3,2,2,"English","Male",NA,25,"Yes",2,3,3,20,25,0.5,0,0.5,NA,NA,NA,NA,NA,NA,0.45626,0.00493,0.53881,0,0,0,0,0,0,0.45625,0.00497,0.53878,0,0,0,0,0,0,211211,0
"25",1,"red",122,1,121,3,0.666666666666667,"red","color",10.0976833333333,0,121,112,"blue","blue",0.65,121,2,"blue",3,0.333333333333333,"male",112,"red",0,2,122,"green",0.5,"cloud","322b",0,"green","['cloud', 'solid', 'striped']",1,"322b-2","green",0.5,2591,0,2,2,"English","Male",NA,25,"Yes",1,4,4,10,13,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,0.33333,0.11111,0.55556,0,0,0,0,0,0,0.33332,0.11113,0.55556,322112,0
"26",1,"red",321,1,321,4,0.666666666666667,"red","color",10.0976833333333,0,321,222,"blue","blue",0.65,222,2,"blue",3,0.333333333333333,"male",332,"red",0,2,332,"green",0.5,"striped","22b2b",0,"green","['circle', 'square', 'striped', 'polka-dotted']",1,"22b2b-2","green",0.5,7632,1,2,2,"English","Male",NA,25,"Yes",2,6,6,14,18,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,0.21818,0.02424,0.75758,0,0,0,0,0,0,0.21816,0.02426,0.75758,212212,0
"27",1,"red",123,1,221,5,0.666666666666667,"red","color",10.0976833333333,0,221,123,"blue","blue",0.65,221,2,"blue",3,0.333333333333333,"male",333,"red",0,2,333,"green",0.5,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",1,"22b1-2","green",0.5,28142,2,2,2,"English","Male",NA,25,"Yes",2,5,5,22,27,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,0.50724,0.05848,0.43428,0,0,0,0,0,0,0.50718,0.05853,0.4343,211211,0
"28",1,"red",131,1,121,4,0.666666666666667,"red","color",10.0976833333333,0,121,131,"blue","blue",0.65,121,2,"blue",3,0.333333333333333,"male",323,"red",0,2,323,"green",0.5,"striped","22a2b",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",1,"22a2b-2a","green",0.5,17892,3,2,2,"English","Male",NA,25,"Yes",2,4,4,7,24,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,0.63184,0.13441,0.23375,0,0,0,0,0,0,0.63173,0.13451,0.23376,212222,0
"29",1,"circle",323,0.5,323,5,0.27027027027027,"cloud","shape",10.0976833333333,1,211,222,"cloud","cloud",0.6,211,2,"square",1,0.459459459459459,"male",222,"circle",0.27027027027027,3,323,"circle",0,"striped","22b1",0.5,"square","['solid', 'striped', 'blue', 'red', 'green']",0.5,"22b1-2","square",0.85,18500,0,2,2,"English","Male",NA,25,"Yes",2,24,2,14,24,0.27027,0.27027,0.45946,NA,NA,NA,NA,NA,NA,0.55556,0.11111,0.33333,0,0,0,0,0,0,0.55556,0.11113,0.33331,0,0,0,0,0,0,211211,0
"30",1,"circle",322,0.5,311,4,0.25,"cloud","shape",10.0976833333333,1,311,212,"cloud","cloud",0.6,212,2,"square",1,0.5,"male",311,"circle",0.25,3,322,"circle",0,"solid","22b2b",0.5,"square","['solid', 'striped', 'blue', 'red']",0.5,"22b2b-2","square",1,4110,1,2,2,"English","Male",NA,25,"Yes",2,3,3,11,15,0.25,0.25,0.5,NA,NA,NA,NA,NA,NA,0.75758,0.02424,0.21818,0,0,0,0,0,0,0.75758,0.02426,0.21817,0,0,0,0,0,0,212212,0
"31",1,"circle",312,0.5,113,4,0.4,"cloud","shape",10.0976833333333,1,312,113,"cloud","cloud",0.6,133,2,"square",1,0.4,"male",113,"circle",0.2,3,133,"circle",0,"green","22a2b",0.5,"square","['solid', 'polka-dotted', 'red', 'green']",1,"22a2b-2a","square",1,21880,2,2,2,"English","Male",NA,25,"Yes",3,19,12,19,25,0.4,0.2,0.4,NA,NA,NA,NA,NA,NA,0.62536,0.05848,0.31616,0,0,0,0,0,0,0.62535,0.05851,0.31614,0,0,0,0,0,0,212122,0
"32",1,"circle",322,0.5,313,4,0.4,"cloud","shape",10.0976833333333,1,322,113,"cloud","cloud",0.6,113,2,"square",1,0.4,"male",313,"circle",0.2,3,313,"circle",0,"green","22a2b",0.5,"square","['solid', 'striped', 'red', 'green']",1,"22a2b-2b","square",1,13070,3,2,2,"English","Male",NA,25,"Yes",3,21,15,19,21,0.4,0.2,0.4,NA,NA,NA,NA,NA,NA,0.3366,0.13441,0.529,0,0,0,0,0,0,0.3366,0.13448,0.52892,0,0,0,0,0,0,212122,0
"33",2,"striped",233,1,213,2,0.5,"striped","texture",8.2745,0,213,223,"solid","solid",1,213,2,"solid",2,0.25,"female",223,"striped",0.25,0,233,"polka-dotted",0.5,"green","331",0.35,"polka-dotted","['circle', 'green']",0.7,"331-3","polka-dotted",0.35,25500,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",3,20,20,23,26,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,0,0,0,0.6,0.2,0.2,0,0,0,0,0,0,0.57587,0.21206,0.21206,0,0,0,323211,0
"34",2,"striped",221,1,211,3,0.62962962962963,"striped","texture",8.2745,0,211,221,"solid","solid",1,232,2,"solid",2,0.185185185185185,"female",211,"striped",0.185185185185185,0,232,"polka-dotted",0.5,"circle","321",0.25,"polka-dotted","['circle', 'blue', 'red']",0.85,"321-3","polka-dotted",0.25,5670,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",1,2,2,5,17,NA,NA,NA,0.62963,0.18519,0.18519,NA,NA,NA,0,0,0,0.76,0.12,0.12,0,0,0,0,0,0,0.7214,0.1393,0.1393,0,0,0,322111,0
"35",2,"striped",133,1,313,5,1,"striped","texture",8.2745,0,212,313,"solid","solid",1,313,2,"solid",2,0,"female",212,"striped",0,0,133,"polka-dotted",0.5,"green","22b1",0,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",1,"22b1-2","polka-dotted",0,22241,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",3,21,11,21,25,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0.6879,0.25424,0.05786,0,0,0,0,0,0,0.63644,0.28806,0.0755,0,0,0,212211,0
"36",2,"striped",232,1,211,3,1,"striped","texture",8.2745,0,211,222,"solid","solid",1,222,2,"solid",2,0,"female",211,"striped",0,0,232,"polka-dotted",0.5,"circle","321",0,"polka-dotted","['circle', 'blue', 'red']",1,"321-3","polka-dotted",0,6390,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",1,2,2,14,17,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0.81274,0.15254,0.03472,0,0,0,0,0,0,0.75774,0.1849,0.05736,0,0,0,321211,0
"37",2,"circle",231,0.5,132,5,0.448275862068965,"cloud","shape",8.2745,1,231,132,"cloud","square",1,132,3,"square",1,0.275862068965517,"female",123,"circle",0.275862068965517,1,123,"circle",0,"polka-dotted","22b1",0.4,"square","['striped', 'polka-dotted', 'blue', 'red', 'green']",0.65,"22b1-2","cloud",0.4,14420,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",2,16,8,16,22,0.44828,0.27586,0.27586,NA,NA,NA,NA,NA,NA,0.33333,0.11111,0.55556,0,0,0,0,0,0,0.32478,0.11966,0.55556,0,0,0,0,0,0,212211,0
"38",2,"circle",111,0.5,313,3,0.363636363636364,"cloud","shape",8.2745,1,111,211,"cloud","square",1,313,3,"square",1,0.454545454545455,"female",211,"circle",0.181818181818182,1,313,"circle",0,"solid","321",0.3,"square","['solid', 'blue', 'green']",0.6,"321-3","cloud",0.75,11400,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",2,21,1,2,21,0.36364,0.18182,0.45455,NA,NA,NA,NA,NA,NA,0.2,0.06667,0.73333,0,0,0,0,0,0,0.20693,0.08386,0.70921,0,0,0,0,0,0,321211,0
"39",2,"circle",323,0.5,323,4,0.363636363636364,"cloud","shape",8.2745,1,231,123,"cloud","square",1,123,3,"square",1,0.515151515151515,"female",231,"circle",0.121212121212121,1,323,"circle",0,"green","22a1",0.2,"square","['striped', 'polka-dotted', 'blue', 'green']",0.6,"22a1-3","cloud",0.85,19880,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",3,24,8,22,24,0.36364,0.12121,0.51515,NA,NA,NA,NA,NA,NA,0.1,0.2,0.7,0,0,0,0,0,0,0.11383,0.2086,0.67757,0,0,0,0,0,0,212111,0
"40",2,"circle",232,0.5,312,4,0.290322580645161,"cloud","shape",8.2745,1,312,322,"cloud","square",1,322,3,"square",1,0.645161290322581,"female",312,"circle",0.0645161290322581,1,232,"circle",0,"red","321",0.1,"square","['solid', 'striped', 'polka-dotted', 'red']",0.45,"321-2","cloud",1,6620,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",3,12,12,15,17,0.29032,0.06452,0.64516,NA,NA,NA,NA,NA,NA,0.21739,0.12691,0.6557,0,0,0,0,0,0,0.24307,0.14079,0.61614,0,0,0,0,0,0,322111,0
"41",2,"red",221,1,311,4,0.466666666666667,"green","color",8.2745,0.5,311,221,"blue","blue",1,313,3,"blue",3,0.266666666666667,"female",311,"red",0.266666666666667,2,313,"red",0,"solid","22a2b",0.4,"green","['circle', 'square', 'solid', 'striped']",0.7,"22a2b-2b","green",0.4,11482,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",2,3,3,5,21,NA,NA,NA,NA,NA,NA,0.46667,0.26667,0.26667,0,0,0,0,0,0,0.33333,0.55556,0.11111,0,0,0,0,0,0,0.32478,0.55556,0.11966,212122,0
"42",2,"red",223,1,223,4,0.451612903225806,"green","color",8.2745,0.5,331,222,"blue","blue",1,331,3,"blue",3,0.354838709677419,"female",222,"red",0.193548387096774,2,223,"red",0,"circle","22a1",0.3,"green","['circle', 'square', 'striped', 'polka-dotted']",0.7,"22a1-3","green",0.55,16262,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",1,23,9,14,23,NA,NA,NA,NA,NA,NA,0.45161,0.19355,0.35484,0,0,0,0,0,0,0.33333,0.27778,0.38889,0,0,0,0,0,0,0.32906,0.28814,0.3828,212111,0
"43",2,"red",133,1,111,4,0.516129032258065,"green","color",8.2745,0.5,111,231,"blue","blue",1,111,3,"blue",3,0.354838709677419,"female",231,"red",0.129032258064516,2,133,"red",0,"cloud","22b2b",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.8,"22b2b-2","green",0.55,20452,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",1,1,1,8,25,NA,NA,NA,NA,NA,NA,0.51613,0.12903,0.35484,0,0,0,0,0,0,0.36706,0.4902,0.14275,0,0,0,0,0,0,0.34958,0.50297,0.14745,212212,0
"44",2,"red",131,1,131,4,0.606060606060606,"green","color",8.2745,0.5,131,132,"blue","blue",1,132,3,"blue",3,0.393939393939394,"female",313,"red",0,2,313,"red",0,"cloud","22a1",0,"green","['cloud', 'square', 'solid', 'polka-dotted']",1,"22a1-3","green",0.65,12512,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",1,7,7,16,21,NA,NA,NA,NA,NA,NA,0.60606,0,0.39394,0,0,0,0,0,0,0.51686,0.2451,0.23804,0,0,0,0,0,0,0.49776,0.26185,0.24039,212111,0
"45",2,"circle",211,0,211,3,0.275862068965517,"square","shape",8.2745,0.5,111,211,"cloud","circle",0.6,111,3,"circle",1,0.275862068965517,"female",313,"cloud",0.448275862068965,3,313,"cloud",1,"blue","321",0.65,"square","['solid', 'blue', 'green']",0.4,"321-3","square",0.4,11400,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",3,2,1,2,21,0.27586,0.44828,0.27586,NA,NA,NA,NA,NA,NA,0.16667,0.5,0.33333,0,0,0,0,0,0,0.17703,0.48963,0.33333,0,0,0,0,0,0,213211,0
"46",2,"circle",331,0,331,4,0.2,"square","shape",8.2745,0.5,111,331,"cloud","circle",0.6,111,3,"circle",1,0.333333333333333,"female",112,"cloud",0.466666666666667,3,112,"cloud",1,"blue","22a2b",0.7,"square","['solid', 'polka-dotted', 'blue', 'red']",0.3,"22a2b-2a","square",0.5,1120,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",3,9,1,9,10,0.2,0.46667,0.33333,NA,NA,NA,NA,NA,NA,0.04082,0.71429,0.2449,0,0,0,0,0,0,0.05319,0.70575,0.24106,0,0,0,0,0,0,211212,0
